opp_id,lead_id,stage,arr_value,arr_imputed_flag,created_date,close_date,close_date_imputed_flag,days_in_stage,owner_id,close_probability,industry,company_size
OPP-0486,LD-1768,Discovery,71500.0,0,2026-02-23,,0,13,REP-04,18,FinTech,51-200
OPP-0487,LD-1769,Evaluation,58000.0,0,2025-03-01,,0,17,REP-06,42,E-Commerce,11-50
OPP-0488,LD-1772,Closed Lost,164500.0,0,2024-11-27,2025-01-21,0,2,REP-07,0,Professional Services,201-1000
OPP-0489,LD-1773,Negotiation,25500.0,0,2024-08-11,,0,30,REP-05,82,E-Commerce,11-50
OPP-0490,LD-1775,Negotiation,48100.0,0,2025-12-14,,0,33,REP-01,70,Manufacturing,11-50
OPP-0491,LD-1778,Closed Won,38300.0,0,2025-03-18,2025-03-26,1,14,REP-04,100,SaaS,51-200
OPP-0492,LD-1779,Negotiation,32100.0,0,2025-12-20,,0,25,REP-06,83,Manufacturing,51-200
OPP-0493,LD-1780,Discovery,8600.0,0,2024-08-08,,0,9,REP-06,15,Professional Services,1-10
OPP-0494,LD-1783,Closed Won,22700.0,0,2024-06-18,2024-08-13,0,12,REP-05,100,Professional Services,11-50
OPP-0495,LD-1786,Closed Lost,85600.0,0,2026-03-03,2026-05-31,0,8,REP-05,0,Professional Services,51-200
OPP-0496,LD-1796,Discovery,59100.0,0,2025-12-24,,0,15,REP-05,18,E-Commerce,51-200
OPP-0497,LD-1802,Discovery,31300.0,0,2024-10-21,,0,20,REP-08,15,SaaS,51-200
OPP-0498,LD-1803,Closed Won,109000.0,0,2025-07-10,2025-10-01,0,1,REP-05,100,FinTech,51-200
OPP-0499,LD-1804,Closed Won,72700.0,0,2025-01-17,2025-03-19,0,13,REP-05,100,SaaS,51-200
OPP-0500,LD-1807,Proposal,61500.0,0,2025-03-11,,0,10,REP-03,55,E-Commerce,51-200
OPP-0501,LD-1810,Negotiation,71500.0,0,2024-12-04,,0,24,REP-04,76,Manufacturing,51-200
OPP-0502,LD-1813,Closed Won,71600.0,0,2025-11-30,2026-02-26,0,4,REP-06,100,HealthTech,51-200
OPP-0503,LD-1821,Negotiation,67600.0,0,2025-01-05,,0,10,REP-07,79,Manufacturing,51-200
OPP-0504,LD-1831,Discovery,79000.0,0,2024-09-23,,0,16,REP-07,17,HealthTech,51-200
OPP-0505,LD-1833,Discovery,54900.0,0,2026-01-26,,0,12,REP-06,18,FinTech,11-50
OPP-0506,LD-1834,Proposal,54100.0,0,2025-04-26,,0,18,REP-07,58,HealthTech,51-200
OPP-0507,LD-1841,Closed Lost,36900.0,0,2024-12-13,2025-05-09,0,15,REP-01,0,E-Commerce,11-50
OPP-0508,LD-1844,Negotiation,30300.0,0,2025-10-17,,0,35,REP-03,73,E-Commerce,51-200
OPP-0509,LD-1847,Proposal,227600.0,0,2025-06-05,,0,30,REP-02,56,E-Commerce,1000+
OPP-0510,LD-1852,Closed Lost,96700.0,0,2024-10-22,2025-02-17,0,16,REP-06,0,SaaS,201-1000
OPP-0511,LD-1857,Proposal,51700.0,0,2024-12-30,,0,9,REP-07,46,Manufacturing,51-200
OPP-0512,LD-1858,Negotiation,59900.0,0,2026-03-17,,0,18,REP-02,83,FinTech,11-50
OPP-0513,LD-1868,Discovery,76800.0,0,2025-06-05,,0,12,REP-02,12,SaaS,51-200
OPP-0514,LD-1872,Closed Won,20500.0,0,2024-09-22,2024-10-28,0,2,REP-04,100,SaaS,11-50
OPP-0515,LD-1873,Closed Won,13800.0,0,2026-06-06,2026-05-31,0,4,REP-08,100,SaaS,1-10
OPP-0516,LD-1877,Closed Won,58300.0,0,2026-05-08,2026-05-31,0,3,REP-01,100,SaaS,51-200
OPP-0517,LD-1883,Evaluation,141100.0,1,2024-12-16,,0,35,REP-08,43,E-Commerce,201-1000
OPP-0518,LD-1887,Proposal,34400.0,0,2025-06-26,,0,15,REP-02,60,Professional Services,11-50
OPP-0519,LD-1888,Discovery,13100.0,0,2025-05-03,,0,19,REP-03,25,Manufacturing,1-10
OPP-0520,LD-1896,Closed Lost,75600.0,0,2026-02-06,2026-03-06,0,17,REP-06,0,E-Commerce,51-200
OPP-0521,LD-1897,Discovery,16900.0,0,2025-05-25,,0,12,REP-06,10,FinTech,1-10
OPP-0522,LD-1898,Closed Won,66600.0,0,2025-05-24,2025-07-04,0,14,REP-07,100,FinTech,201-1000
OPP-0523,LD-1899,Closed Won,98900.0,0,2024-12-31,2025-01-08,1,10,REP-01,100,SaaS,51-200
OPP-0524,LD-1903,Discovery,8300.0,0,2026-05-27,,0,7,REP-01,13,E-Commerce,1-10
OPP-0525,LD-1905,Proposal,55400.0,0,2025-11-08,,0,12,REP-04,46,FinTech,11-50
OPP-0526,LD-1906,Discovery,155000.0,0,2025-03-10,,0,15,REP-05,16,E-Commerce,201-1000
OPP-0527,LD-1908,Negotiation,36100.0,0,2026-01-01,,0,5,REP-03,83,Professional Services,51-200
OPP-0528,LD-1912,Closed Lost,23900.0,0,2026-05-17,2026-05-31,0,5,REP-06,0,HealthTech,1-10
OPP-0529,LD-1923,Proposal,91700.0,0,2026-04-28,,0,6,REP-03,61,FinTech,51-200
OPP-0530,LD-1927,Closed Lost,132300.0,0,2025-01-12,2025-04-28,0,22,REP-08,0,HealthTech,201-1000
OPP-0531,LD-1929,Discovery,129300.0,0,2026-01-23,,0,11,REP-02,21,SaaS,201-1000
OPP-0532,LD-1932,Proposal,17200.0,0,2024-10-01,,0,5,REP-06,62,E-Commerce,11-50
OPP-0533,LD-1939,Closed Lost,70100.0,1,2025-03-23,2025-05-19,0,23,REP-05,0,HealthTech,51-200
OPP-0534,LD-1940,Closed Lost,147300.0,0,2025-04-06,2025-08-07,0,20,REP-01,0,SaaS,201-1000
OPP-0535,LD-1943,Evaluation,10300.0,0,2024-12-23,,0,27,REP-05,25,SaaS,1-10
OPP-0536,LD-1947,Closed Won,13300.0,0,2026-06-19,2026-05-31,0,3,REP-02,100,SaaS,1-10
OPP-0537,LD-1949,Closed Lost,37400.0,0,2025-05-06,2025-09-06,0,27,REP-05,0,Professional Services,11-50
OPP-0538,LD-1953,Closed Won,22400.0,0,2025-11-19,2026-03-21,0,3,REP-06,100,Professional Services,11-50
OPP-0539,LD-1955,Closed Won,50500.0,0,2026-05-15,2026-05-23,1,8,REP-01,100,SaaS,11-50
OPP-0540,LD-1957,Discovery,94600.0,0,2025-05-19,,0,13,REP-02,22,Professional Services,51-200
OPP-0541,LD-1968,Discovery,52900.0,0,2024-10-07,,0,7,REP-03,14,SaaS,11-50
OPP-0542,LD-1971,Closed Won,17200.0,0,2026-03-28,2026-05-31,0,6,REP-08,100,Professional Services,11-50
OPP-0543,LD-1975,Negotiation,158500.0,0,2025-04-28,,0,7,REP-02,79,SaaS,1000+
OPP-0544,LD-1977,Evaluation,97800.0,0,2025-01-21,,0,20,REP-08,41,SaaS,51-200
OPP-0545,LD-1984,Evaluation,31300.0,0,2025-12-02,,0,26,REP-05,39,SaaS,11-50
OPP-0546,LD-1985,Proposal,85700.0,0,2025-08-20,,0,13,REP-08,53,FinTech,51-200
OPP-0547,LD-1987,Negotiation,21000.0,0,2025-07-16,,0,27,REP-07,77,SaaS,1-10
OPP-0548,LD-1988,Proposal,30600.0,0,2024-10-29,,0,29,REP-03,54,HealthTech,11-50
