lead_id,created_date,lead_source,industry,company_size,region,lead_status
LD-0754,2025-07-18,Referral,SaaS,11-50,APAC,Qualified
LD-0755,2025-02-26,Outbound SDR,Professional Services,201-1000,North America,New
LD-0756,2024-12-03,Organic Search,Manufacturing,51-200,North America,New
LD-0757,2026-04-21,Paid Ads,Manufacturing,11-50,APAC,New
LD-0758,2025-06-16,Partner,E-Commerce,1000+,APAC,New
LD-0759,2025-07-17,Organic Search,E-Commerce,1-10,North America,Contacted
LD-0760,2024-06-11,Referral,HealthTech,1000+,North America,New
LD-0761,2025-04-30,Outbound SDR,E-Commerce,11-50,North America,Qualified
LD-0762,2025-10-11,Organic Search,Professional Services,11-50,EMEA,New
LD-0763,2025-05-27,Organic Search,SaaS,201-1000,APAC,New
LD-0764,2025-08-22,Organic Search,FinTech,11-50,EMEA,Qualified
LD-0765,2026-01-12,Event,SaaS,11-50,North America,Contacted
LD-0766,2024-06-16,Organic Search,Professional Services,11-50,EMEA,Contacted
LD-0767,2026-03-22,Organic Search,HealthTech,51-200,APAC,Qualified
LD-0768,2026-01-17,Organic Search,E-Commerce,51-200,EMEA,Disqualified
LD-0769,2025-04-03,Organic Search,Manufacturing,1-10,APAC,Contacted
LD-0770,2025-12-09,Outbound SDR,Professional Services,51-200,North America,New
LD-0771,2024-07-19,Paid Ads,SaaS,51-200,North America,New
LD-0772,2025-01-11,Referral,Manufacturing,11-50,EMEA,Disqualified
LD-0773,2024-08-18,Referral,Professional Services,1-10,EMEA,Qualified
LD-0774,2025-09-07,Event,SaaS,11-50,LATAM,Qualified
LD-0775,2026-02-15,Organic Search,Manufacturing,1-10,EMEA,Qualified
LD-0776,2025-08-13,Event,FinTech,1-10,North America,New
LD-0777,2025-11-01,Outbound SDR,E-Commerce,11-50,North America,Contacted
LD-0778,2024-09-13,Organic Search,HealthTech,1-10,EMEA,Qualified
LD-0779,2026-04-12,Outbound SDR,SaaS,11-50,North America,Disqualified
LD-0780,2024-10-19,Event,SaaS,51-200,EMEA,New
LD-0781,2025-06-19,Paid Ads,SaaS,11-50,North America,Qualified
LD-0782,2025-10-12,Event,SaaS,1000+,North America,New
LD-0783,2026-02-15,Paid Ads,E-Commerce,201-1000,EMEA,Disqualified
LD-0784,2026-04-12,Outbound SDR,FinTech,51-200,North America,New
LD-0785,2025-08-11,Partner,SaaS,1000+,EMEA,Qualified
LD-0786,2025-07-26,Paid Ads,E-Commerce,201-1000,EMEA,New
LD-0787,2025-04-01,Event,E-Commerce,11-50,North America,Qualified
LD-0788,2025-07-19,Paid Ads,HealthTech,51-200,EMEA,Qualified
LD-0789,2025-10-05,Outbound SDR,Professional Services,1-10,APAC,Contacted
LD-0790,2025-09-15,Outbound SDR,FinTech,51-200,APAC,Qualified
LD-0791,2025-08-06,Organic Search,Manufacturing,11-50,North America,Disqualified
LD-0792,2025-04-18,Paid Ads,SaaS,1-10,North America,Disqualified
LD-0793,2024-10-21,Paid Ads,E-Commerce,11-50,EMEA,Contacted
LD-0794,2024-07-10,Organic Search,Professional Services,1000+,EMEA,Qualified
LD-0795,2025-04-03,Organic Search,Manufacturing,11-50,EMEA,Contacted
LD-0796,2025-03-17,Paid Ads,HealthTech,1-10,EMEA,Qualified
LD-0797,2025-08-18,Organic Search,E-Commerce,1-10,APAC,Contacted
LD-0798,2026-03-19,Organic Search,FinTech,11-50,North America,Qualified
LD-0799,2025-10-25,Outbound SDR,E-Commerce,201-1000,EMEA,New
LD-0800,2026-01-08,Outbound SDR,Manufacturing,51-200,North America,Contacted
LD-0801,2025-07-27,Outbound SDR,Professional Services,11-50,North America,New
LD-0802,2026-04-08,Paid Ads,HealthTech,1-10,EMEA,Contacted
LD-0803,2026-04-16,Event,SaaS,1-10,EMEA,New
LD-0804,2024-09-20,Referral,E-Commerce,11-50,North America,New
LD-0805,2025-09-10,Organic Search,SaaS,201-1000,APAC,Qualified
LD-0806,2025-06-04,Organic Search,SaaS,51-200,APAC,Contacted
LD-0807,2026-05-10,Outbound SDR,FinTech,11-50,EMEA,New
LD-0808,2025-08-01,Organic Search,E-Commerce,51-200,LATAM,Qualified
LD-0809,2024-06-12,Referral,SaaS,11-50,North America,Disqualified
LD-0810,2024-11-01,Partner,SaaS,51-200,APAC,Disqualified
LD-0811,2024-09-03,Organic Search,SaaS,11-50,North America,Qualified
LD-0812,2024-10-25,Organic Search,Professional Services,51-200,North America,Disqualified
LD-0813,2024-08-09,Partner,E-Commerce,11-50,North America,Qualified
LD-0814,2025-12-23,Referral,SaaS,1000+,North America,Disqualified
LD-0815,2025-05-27,Organic Search,SaaS,11-50,EMEA,Disqualified
LD-0816,2025-10-03,Event,HealthTech,1-10,North America,Contacted
LD-0817,2026-05-30,Event,FinTech,11-50,EMEA,Disqualified
LD-0818,2025-09-15,Referral,E-Commerce,11-50,North America,Qualified
LD-0819,2025-05-16,Outbound SDR,FinTech,51-200,North America,Qualified
LD-0820,2024-12-12,Paid Ads,Professional Services,51-200,LATAM,Disqualified
LD-0821,2025-12-03,Organic Search,FinTech,51-200,EMEA,Contacted
LD-0822,2025-06-05,Referral,E-Commerce,11-50,LATAM,Contacted
LD-0823,2025-12-04,Paid Ads,SaaS,51-200,EMEA,Qualified
LD-0824,2024-06-17,Outbound SDR,Professional Services,51-200,North America,Qualified
LD-0825,2024-09-27,Event,Professional Services,11-50,EMEA,Disqualified
LD-0826,2024-09-03,Organic Search,E-Commerce,11-50,EMEA,Disqualified
LD-0827,2025-10-10,Referral,HealthTech,1-10,North America,Qualified
LD-0828,2025-06-13,Organic Search,SaaS,11-50,APAC,Disqualified
LD-0829,2025-01-18,Event,Manufacturing,201-1000,EMEA,New
LD-0830,2025-01-12,Paid Ads,E-Commerce,201-1000,APAC,Disqualified
LD-0831,2025-08-17,Outbound SDR,SaaS,51-200,EMEA,New
LD-0832,2026-05-05,Referral,HealthTech,11-50,EMEA,Contacted
LD-0833,2026-05-27,Paid Ads,HealthTech,51-200,North America,New
LD-0834,2025-05-10,Outbound SDR,Manufacturing,51-200,LATAM,Contacted
LD-0835,2025-10-02,Outbound SDR,E-Commerce,11-50,North America,Contacted
LD-0836,2024-07-31,Referral,E-Commerce,201-1000,North America,New
LD-0837,2026-04-21,Outbound SDR,E-Commerce,1-10,North America,Qualified
LD-0838,2024-06-14,Partner,SaaS,1-10,EMEA,Qualified
LD-0839,2025-02-05,Paid Ads,FinTech,1-10,LATAM,New
LD-0840,2025-11-11,Referral,SaaS,1-10,APAC,Qualified
LD-0841,2026-05-08,Organic Search,Manufacturing,201-1000,EMEA,New
LD-0842,2024-10-04,Outbound SDR,FinTech,11-50,LATAM,New
LD-0843,2025-09-25,Referral,FinTech,11-50,EMEA,New
LD-0844,2024-10-15,Paid Ads,SaaS,11-50,North America,Qualified
LD-0845,2024-07-07,Organic Search,SaaS,11-50,EMEA,Qualified
LD-0846,2025-04-05,Event,E-Commerce,11-50,North America,Qualified
LD-0847,2025-07-26,Paid Ads,SaaS,1-10,North America,Qualified
LD-0848,2024-12-10,Outbound SDR,SaaS,51-200,North America,Qualified
LD-0849,2026-05-11,Organic Search,Manufacturing,1-10,North America,Qualified
LD-0850,2025-08-24,Partner,FinTech,51-200,LATAM,Disqualified
LD-0851,2025-04-16,Organic Search,FinTech,1-10,LATAM,Contacted
LD-0852,2025-05-21,Organic Search,FinTech,51-200,North America,New
LD-0853,2025-05-05,Event,Manufacturing,201-1000,EMEA,New
LD-0854,2024-08-21,Event,FinTech,1-10,North America,Qualified
LD-0855,2025-08-17,Organic Search,Manufacturing,1-10,North America,Contacted
LD-0856,2025-12-25,Referral,Professional Services,1000+,North America,New
LD-0857,2025-04-04,Outbound SDR,E-Commerce,11-50,North America,Disqualified
LD-0858,2025-04-07,Event,FinTech,51-200,North America,Disqualified
LD-0859,2026-03-26,Paid Ads,Manufacturing,1-10,North America,New
LD-0860,2025-08-20,Referral,HealthTech,11-50,North America,New
LD-0861,2025-01-04,Outbound SDR,FinTech,11-50,North America,New
LD-0862,2024-06-03,Outbound SDR,HealthTech,201-1000,APAC,Contacted
LD-0863,2026-01-22,Outbound SDR,FinTech,11-50,North America,Disqualified
LD-0864,2025-08-31,Referral,SaaS,51-200,North America,Qualified
LD-0865,2025-08-31,Organic Search,FinTech,51-200,EMEA,New
LD-0866,2024-12-24,Event,SaaS,1-10,North America,Contacted
LD-0867,2024-10-14,Event,FinTech,11-50,EMEA,New
LD-0868,2025-05-27,Outbound SDR,HealthTech,11-50,North America,Contacted
LD-0869,2025-12-05,Organic Search,Professional Services,11-50,EMEA,Contacted
LD-0870,2025-01-04,Organic Search,SaaS,51-200,EMEA,Qualified
LD-0871,2025-06-20,Outbound SDR,E-Commerce,11-50,EMEA,Contacted
LD-0872,2026-05-28,Organic Search,HealthTech,11-50,EMEA,Disqualified
LD-0873,2024-11-07,Partner,SaaS,51-200,North America,New
LD-0874,2024-11-16,Paid Ads,SaaS,51-200,North America,Qualified
LD-0875,2024-11-20,Outbound SDR,SaaS,11-50,North America,New
LD-0876,2026-03-28,Event,SaaS,51-200,EMEA,Contacted
LD-0877,2025-06-21,Paid Ads,SaaS,11-50,North America,Disqualified
LD-0878,2026-04-01,Paid Ads,FinTech,51-200,North America,Qualified
LD-0879,2026-04-22,Outbound SDR,HealthTech,11-50,EMEA,New
LD-0880,2025-04-03,Referral,SaaS,11-50,North America,Contacted
LD-0881,2024-07-11,Paid Ads,SaaS,1-10,North America,Qualified
LD-0882,2025-01-08,Outbound SDR,SaaS,51-200,EMEA,Disqualified
LD-0883,2025-07-02,Partner,HealthTech,51-200,North America,Qualified
LD-0884,2025-03-05,Referral,FinTech,11-50,APAC,New
LD-0885,2024-06-02,Organic Search,HealthTech,201-1000,LATAM,Contacted
LD-0886,2026-05-23,Paid Ads,SaaS,201-1000,LATAM,New
LD-0887,2025-01-08,Paid Ads,SaaS,1-10,North America,New
LD-0888,2025-08-26,Organic Search,Professional Services,51-200,North America,Qualified
LD-0889,2026-04-22,Organic Search,SaaS,11-50,EMEA,Qualified
LD-0890,2025-07-03,Outbound SDR,SaaS,1000+,EMEA,New
LD-0891,2025-10-20,Paid Ads,SaaS,11-50,EMEA,Qualified
LD-0892,2024-06-27,Partner,Professional Services,11-50,North America,Qualified
LD-0893,2025-10-21,Paid Ads,E-Commerce,11-50,North America,Qualified
LD-0894,2026-02-09,Organic Search,E-Commerce,11-50,North America,New
LD-0895,2026-04-01,Outbound SDR,Professional Services,51-200,North America,Contacted
LD-0896,2024-08-01,Event,SaaS,11-50,North America,New
LD-0897,2024-11-14,Paid Ads,Professional Services,11-50,LATAM,New
LD-0898,2024-07-05,Organic Search,SaaS,11-50,North America,Contacted
LD-0899,2026-04-01,Organic Search,E-Commerce,201-1000,EMEA,Contacted
LD-0900,2024-12-18,Referral,FinTech,201-1000,LATAM,New
LD-0901,2025-06-23,Referral,FinTech,11-50,North America,New
LD-0902,2025-05-13,Paid Ads,Professional Services,11-50,EMEA,Disqualified
LD-0903,2025-10-16,Organic Search,SaaS,1-10,EMEA,Qualified
LD-0904,2026-03-15,Referral,Professional Services,201-1000,North America,Contacted
LD-0905,2025-01-23,Partner,FinTech,51-200,EMEA,Disqualified
LD-0906,2025-12-28,Outbound SDR,E-Commerce,51-200,APAC,New
LD-0907,2024-12-30,Referral,Professional Services,201-1000,APAC,Contacted
LD-0908,2024-10-23,Organic Search,SaaS,1-10,APAC,Qualified
LD-0909,2024-08-17,Paid Ads,Professional Services,51-200,LATAM,Contacted
LD-0910,2025-02-27,Paid Ads,HealthTech,1-10,North America,New
LD-0911,2025-07-14,Outbound SDR,E-Commerce,1-10,APAC,Contacted
LD-0912,2025-12-21,Event,SaaS,11-50,EMEA,Contacted
LD-0913,2026-02-09,Event,HealthTech,11-50,EMEA,Qualified
LD-0914,2025-06-20,Partner,E-Commerce,1000+,EMEA,Contacted
LD-0915,2025-03-26,Partner,HealthTech,11-50,APAC,Contacted
LD-0916,2024-10-06,Partner,SaaS,201-1000,APAC,New
LD-0917,2026-03-29,Organic Search,SaaS,51-200,North America,Contacted
LD-0918,2025-03-16,Organic Search,Manufacturing,51-200,EMEA,New
LD-0919,2025-12-10,Paid Ads,SaaS,201-1000,North America,Disqualified
LD-0920,2025-08-31,Referral,E-Commerce,11-50,EMEA,Qualified
LD-0921,2026-04-11,Organic Search,Professional Services,11-50,APAC,Contacted
LD-0922,2026-05-11,Event,SaaS,1-10,APAC,Qualified
LD-0923,2025-10-29,Outbound SDR,SaaS,11-50,North America,New
LD-0924,2025-09-26,Referral,E-Commerce,201-1000,EMEA,Contacted
LD-0925,2024-09-09,Organic Search,SaaS,11-50,North America,Contacted
LD-0926,2024-06-12,Paid Ads,E-Commerce,11-50,North America,Contacted
LD-0927,2025-07-04,Organic Search,E-Commerce,1-10,North America,Qualified
LD-0928,2025-10-27,Event,E-Commerce,11-50,APAC,Disqualified
LD-0929,2025-11-26,Referral,FinTech,51-200,North America,Contacted
LD-0930,2024-11-30,Outbound SDR,E-Commerce,11-50,LATAM,Contacted
LD-0931,2025-06-02,Paid Ads,E-Commerce,51-200,North America,Qualified
LD-0932,2026-02-19,Paid Ads,SaaS,51-200,EMEA,Contacted
LD-0933,2024-08-09,Paid Ads,HealthTech,201-1000,EMEA,New
LD-0934,2025-03-07,Outbound SDR,Professional Services,11-50,EMEA,Disqualified
LD-0935,2026-04-20,Outbound SDR,E-Commerce,51-200,EMEA,Qualified
LD-0936,2024-10-24,Organic Search,HealthTech,1-10,EMEA,Disqualified
LD-0937,2025-01-17,Partner,FinTech,11-50,APAC,New
LD-0938,2025-05-08,Organic Search,SaaS,51-200,EMEA,New
LD-0939,2025-10-15,Event,SaaS,51-200,North America,Contacted
LD-0940,2024-12-04,Organic Search,SaaS,1-10,North America,Disqualified
LD-0941,2025-12-30,Paid Ads,Professional Services,201-1000,EMEA,New
LD-0942,2024-11-19,Event,SaaS,1-10,EMEA,New
LD-0943,2025-02-24,Organic Search,Manufacturing,51-200,EMEA,New
LD-0944,2025-07-23,Paid Ads,SaaS,1000+,EMEA,Qualified
LD-0945,2024-06-09,Paid Ads,FinTech,51-200,North America,Qualified
LD-0946,2025-12-12,Paid Ads,FinTech,201-1000,APAC,Qualified
LD-0947,2025-10-01,Outbound SDR,FinTech,51-200,EMEA,New
LD-0948,2026-01-30,Event,Manufacturing,201-1000,EMEA,Qualified
LD-0949,2024-12-18,Event,Professional Services,51-200,EMEA,Contacted
LD-0950,2025-03-17,Paid Ads,Professional Services,51-200,APAC,New
LD-0951,2026-03-18,Referral,SaaS,11-50,EMEA,Contacted
LD-0952,2024-07-19,Paid Ads,Manufacturing,51-200,LATAM,Contacted
LD-0953,2025-05-25,Paid Ads,SaaS,11-50,North America,Contacted
LD-0954,2025-05-19,Organic Search,Professional Services,1000+,EMEA,Disqualified
LD-0955,2025-04-23,Partner,HealthTech,11-50,EMEA,Contacted
LD-0956,2025-04-13,Event,FinTech,11-50,EMEA,Contacted
LD-0957,2025-11-27,Outbound SDR,SaaS,201-1000,North America,Qualified
LD-0958,2024-10-22,Referral,SaaS,11-50,EMEA,Qualified
LD-0959,2026-03-12,Referral,SaaS,11-50,North America,New
LD-0960,2026-03-16,Referral,Professional Services,51-200,APAC,Qualified
LD-0961,2024-10-09,Referral,Manufacturing,1-10,North America,New
LD-0962,2026-05-12,Paid Ads,Professional Services,1-10,North America,Contacted
LD-0963,2024-12-09,Organic Search,SaaS,11-50,EMEA,Qualified
LD-0964,2024-07-08,Organic Search,E-Commerce,11-50,North America,Contacted
LD-0965,2025-03-18,Partner,SaaS,11-50,North America,Contacted
LD-0966,2026-01-02,Referral,HealthTech,1-10,EMEA,New
LD-0967,2026-02-06,Partner,FinTech,11-50,EMEA,Contacted
LD-0968,2025-09-14,Organic Search,FinTech,11-50,North America,Contacted
LD-0969,2026-01-13,Referral,HealthTech,1-10,EMEA,Disqualified
LD-0970,2024-12-08,Organic Search,SaaS,51-200,EMEA,Contacted
LD-0971,2026-03-03,Paid Ads,HealthTech,51-200,APAC,Disqualified
LD-0972,2025-09-07,Organic Search,E-Commerce,1-10,North America,Contacted
LD-0973,2024-09-06,Organic Search,SaaS,11-50,North America,Qualified
LD-0974,2024-09-02,Event,Professional Services,201-1000,LATAM,New
LD-0975,2024-12-12,Paid Ads,HealthTech,51-200,EMEA,Contacted
LD-0976,2024-07-21,Outbound SDR,Manufacturing,11-50,North America,New
LD-0977,2024-12-24,Referral,E-Commerce,11-50,APAC,New
LD-0978,2026-05-26,Paid Ads,E-Commerce,1-10,North America,Disqualified
LD-0979,2024-11-23,Referral,E-Commerce,201-1000,APAC,Qualified
LD-0980,2025-09-07,Organic Search,Professional Services,201-1000,EMEA,Qualified
LD-0981,2026-05-14,Partner,E-Commerce,201-1000,LATAM,Contacted
LD-0982,2024-12-02,Event,SaaS,11-50,LATAM,Contacted
LD-0983,2025-10-21,Outbound SDR,SaaS,11-50,North America,Qualified
LD-0984,2025-04-25,Referral,E-Commerce,1-10,APAC,Qualified
LD-0985,2024-12-25,Organic Search,SaaS,11-50,North America,Qualified
LD-0986,2026-04-24,Partner,SaaS,11-50,EMEA,Qualified
LD-0987,2025-09-22,Paid Ads,SaaS,51-200,EMEA,Contacted
LD-0988,2025-04-16,Organic Search,HealthTech,1-10,North America,Disqualified
LD-0989,2026-01-14,Paid Ads,SaaS,201-1000,North America,New
LD-0990,2026-03-19,Outbound SDR,E-Commerce,1-10,North America,Contacted
LD-0991,2025-12-22,Outbound SDR,Manufacturing,1-10,North America,Disqualified
LD-0992,2026-02-24,Outbound SDR,Manufacturing,201-1000,North America,New
LD-0993,2025-01-21,Outbound SDR,FinTech,51-200,APAC,New
LD-0994,2025-02-06,Organic Search,HealthTech,11-50,EMEA,Contacted
LD-0995,2024-11-17,Partner,HealthTech,51-200,APAC,Contacted
LD-0996,2025-10-21,Paid Ads,HealthTech,11-50,APAC,Disqualified
LD-0997,2026-01-07,Outbound SDR,E-Commerce,1-10,EMEA,Qualified
LD-0998,2025-09-25,Organic Search,SaaS,11-50,North America,Contacted
LD-0999,2025-08-11,Partner,Professional Services,11-50,APAC,Disqualified
LD-1000,2025-12-15,Paid Ads,SaaS,51-200,APAC,Qualified
LD-1001,2024-10-11,Organic Search,Manufacturing,1-10,APAC,Disqualified
LD-1002,2025-02-22,Paid Ads,E-Commerce,51-200,APAC,New
LD-1003,2025-10-29,Organic Search,SaaS,51-200,EMEA,Contacted
LD-1004,2024-07-09,Organic Search,Manufacturing,1-10,EMEA,New
LD-1005,2026-03-27,Outbound SDR,SaaS,1-10,APAC,New
LD-1006,2024-10-03,Paid Ads,Manufacturing,11-50,North America,Qualified
LD-1007,2025-12-26,Partner,E-Commerce,51-200,APAC,New
LD-1008,2025-08-24,Paid Ads,SaaS,51-200,North America,Contacted
LD-1009,2026-02-08,Outbound SDR,SaaS,51-200,North America,Qualified
LD-1010,2025-12-18,Referral,Manufacturing,11-50,EMEA,New
LD-1011,2025-06-12,Outbound SDR,FinTech,11-50,North America,Contacted
LD-1012,2025-12-04,Referral,Professional Services,51-200,LATAM,Qualified
LD-1013,2025-02-08,Referral,Manufacturing,1-10,North America,Disqualified
LD-1014,2025-07-31,Partner,E-Commerce,51-200,EMEA,Contacted
LD-1015,2026-03-30,Paid Ads,SaaS,1-10,North America,Disqualified
LD-1016,2024-08-01,Organic Search,E-Commerce,11-50,LATAM,Disqualified
LD-1017,2025-02-15,Outbound SDR,Professional Services,11-50,North America,Qualified
LD-1018,2024-06-13,Event,SaaS,11-50,North America,Contacted
LD-1019,2025-06-25,Organic Search,FinTech,51-200,North America,Qualified
LD-1020,2025-12-23,Paid Ads,SaaS,11-50,EMEA,Qualified
LD-1021,2024-06-29,Event,FinTech,201-1000,LATAM,Contacted
LD-1022,2025-07-06,Outbound SDR,Manufacturing,201-1000,LATAM,Disqualified
LD-1023,2025-03-30,Partner,HealthTech,201-1000,North America,Disqualified
LD-1024,2025-12-23,Referral,HealthTech,51-200,EMEA,Contacted
LD-1025,2024-11-08,Outbound SDR,FinTech,51-200,North America,Qualified
LD-1026,2024-09-27,Paid Ads,SaaS,51-200,EMEA,Contacted
LD-1027,2024-08-09,Partner,SaaS,11-50,EMEA,Qualified
LD-1028,2025-03-25,Paid Ads,Manufacturing,11-50,North America,Qualified
LD-1029,2025-05-22,Outbound SDR,E-Commerce,51-200,EMEA,New
LD-1030,2026-04-02,Paid Ads,FinTech,1-10,APAC,New
LD-1031,2025-05-06,Referral,Manufacturing,1-10,North America,Contacted
LD-1032,2024-10-04,Outbound SDR,SaaS,201-1000,North America,Disqualified
LD-1033,2025-10-23,Referral,SaaS,1-10,North America,Contacted
LD-1034,2024-07-15,Event,SaaS,51-200,North America,Disqualified
LD-1035,2025-02-07,Paid Ads,Professional Services,51-200,North America,Contacted
LD-1036,2025-09-20,Outbound SDR,E-Commerce,1-10,EMEA,Contacted
LD-1037,2024-12-03,Paid Ads,E-Commerce,201-1000,North America,Disqualified
LD-1038,2025-08-08,Paid Ads,SaaS,1-10,EMEA,Contacted
LD-1039,2025-04-27,Paid Ads,SaaS,201-1000,APAC,Contacted
LD-1040,2026-04-26,Organic Search,E-Commerce,51-200,LATAM,New
LD-1041,2024-12-27,Organic Search,FinTech,11-50,EMEA,New
LD-1042,2026-03-23,Outbound SDR,Professional Services,1-10,North America,New
LD-1043,2025-08-31,Outbound SDR,Manufacturing,11-50,North America,Contacted
LD-1044,2025-11-29,Outbound SDR,HealthTech,11-50,North America,Qualified
LD-1045,2024-10-02,Organic Search,Manufacturing,11-50,LATAM,Contacted
LD-1046,2024-06-14,Paid Ads,Professional Services,1000+,LATAM,New
LD-1047,2025-11-15,Organic Search,HealthTech,11-50,North America,New
LD-1048,2025-05-17,Outbound SDR,E-Commerce,201-1000,North America,Contacted
LD-1049,2025-01-12,Event,Professional Services,1-10,EMEA,Disqualified
LD-1050,2026-03-16,Paid Ads,SaaS,1000+,North America,Contacted
LD-1051,2025-01-25,Outbound SDR,Professional Services,11-50,LATAM,New
LD-1052,2025-04-13,Organic Search,SaaS,11-50,North America,Qualified
LD-1053,2025-11-10,Paid Ads,E-Commerce,51-200,North America,Disqualified
LD-1054,2026-05-03,Organic Search,Manufacturing,1-10,North America,Qualified
LD-1055,2026-03-18,Paid Ads,E-Commerce,201-1000,North America,Qualified
LD-1056,2025-09-19,Outbound SDR,HealthTech,11-50,North America,Disqualified
LD-1057,2024-08-20,Event,E-Commerce,51-200,APAC,Qualified
LD-1058,2024-08-19,Organic Search,SaaS,51-200,North America,Disqualified
LD-1059,2025-10-19,Referral,SaaS,51-200,EMEA,New
LD-1060,2025-06-07,Outbound SDR,SaaS,1-10,North America,Qualified
LD-1061,2024-09-06,Partner,E-Commerce,1-10,North America,Disqualified
LD-1062,2025-10-21,Outbound SDR,HealthTech,1-10,North America,Disqualified
LD-1063,2026-04-18,Paid Ads,SaaS,11-50,North America,Contacted
LD-1064,2024-07-18,Outbound SDR,Professional Services,1-10,North America,Qualified
LD-1065,2026-01-23,Paid Ads,FinTech,201-1000,North America,New
LD-1066,2025-02-07,Partner,HealthTech,11-50,APAC,Qualified
LD-1067,2025-03-17,Paid Ads,FinTech,51-200,EMEA,Contacted
LD-1068,2025-11-05,Outbound SDR,SaaS,11-50,LATAM,Qualified
LD-1069,2024-11-27,Organic Search,E-Commerce,11-50,North America,Qualified
LD-1070,2024-09-23,Paid Ads,HealthTech,11-50,EMEA,Contacted
LD-1071,2026-05-04,Event,SaaS,11-50,EMEA,New
LD-1072,2025-02-09,Outbound SDR,Professional Services,11-50,North America,Contacted
LD-1073,2024-10-02,Paid Ads,Manufacturing,11-50,North America,Qualified
LD-1074,2025-10-16,Partner,E-Commerce,11-50,EMEA,Qualified
LD-1075,2024-11-05,Event,Manufacturing,1000+,APAC,Qualified
LD-1076,2025-12-18,Paid Ads,Professional Services,11-50,EMEA,New
LD-1077,2024-07-22,Referral,FinTech,11-50,North America,Qualified
LD-1078,2025-06-13,Referral,E-Commerce,1-10,LATAM,Qualified
LD-1079,2025-03-21,Outbound SDR,E-Commerce,11-50,North America,New
LD-1080,2026-04-29,Paid Ads,SaaS,51-200,LATAM,Contacted
LD-1081,2025-06-16,Paid Ads,SaaS,1-10,APAC,Contacted
LD-1082,2026-04-06,Event,SaaS,51-200,APAC,Contacted
LD-1083,2024-11-29,Partner,E-Commerce,11-50,APAC,New
LD-1084,2025-05-12,Event,Manufacturing,1-10,North America,New
LD-1085,2026-01-15,Partner,Manufacturing,1000+,EMEA,New
LD-1086,2024-09-25,Outbound SDR,FinTech,11-50,APAC,New
LD-1087,2026-04-08,Outbound SDR,SaaS,201-1000,APAC,New
LD-1088,2025-12-16,Outbound SDR,HealthTech,11-50,North America,Qualified
LD-1089,2025-10-07,Referral,HealthTech,1000+,North America,Contacted
LD-1090,2024-11-25,Paid Ads,Professional Services,11-50,North America,Contacted
LD-1091,2026-01-18,Paid Ads,Professional Services,11-50,EMEA,Qualified
LD-1092,2026-02-05,Outbound SDR,Professional Services,51-200,EMEA,Contacted
LD-1093,2024-12-31,Paid Ads,Manufacturing,11-50,APAC,New
LD-1094,2025-08-03,Paid Ads,Professional Services,11-50,APAC,New
LD-1095,2024-07-15,Referral,HealthTech,1000+,EMEA,New
LD-1096,2025-03-15,Paid Ads,SaaS,51-200,North America,Qualified
LD-1097,2024-09-18,Organic Search,SaaS,51-200,EMEA,Contacted
LD-1098,2025-07-11,Event,FinTech,51-200,North America,Contacted
LD-1099,2025-07-06,Event,SaaS,201-1000,North America,Contacted
LD-1100,2025-06-24,Organic Search,SaaS,201-1000,North America,Disqualified
LD-1101,2025-10-07,Organic Search,Professional Services,51-200,North America,Contacted
LD-1102,2026-04-06,Paid Ads,SaaS,11-50,North America,Contacted
LD-1103,2024-10-22,Outbound SDR,Professional Services,1-10,EMEA,Contacted
LD-1104,2024-11-04,Event,Manufacturing,51-200,North America,Qualified
LD-1105,2024-11-05,Organic Search,E-Commerce,201-1000,North America,Qualified
LD-1106,2026-04-08,Outbound SDR,E-Commerce,11-50,North America,Qualified
LD-1107,2024-08-07,Organic Search,FinTech,1-10,EMEA,New
LD-1108,2024-06-23,Paid Ads,E-Commerce,11-50,EMEA,Contacted
LD-1109,2024-09-25,Partner,SaaS,11-50,North America,Qualified
LD-1110,2025-12-13,Organic Search,Professional Services,201-1000,North America,Contacted
LD-1111,2025-07-28,Organic Search,FinTech,1-10,LATAM,Disqualified
LD-1112,2026-04-02,Paid Ads,SaaS,51-200,EMEA,Contacted
LD-1113,2024-10-27,Outbound SDR,E-Commerce,51-200,EMEA,Contacted
LD-1114,2025-03-15,Partner,E-Commerce,1000+,EMEA,Contacted
LD-1115,2025-07-10,Partner,HealthTech,1-10,APAC,Contacted
LD-1116,2024-07-24,Organic Search,E-Commerce,201-1000,APAC,Disqualified
LD-1117,2026-04-01,Organic Search,SaaS,51-200,North America,New
LD-1118,2026-01-08,Outbound SDR,E-Commerce,51-200,EMEA,Contacted
LD-1119,2024-09-13,Paid Ads,SaaS,1-10,North America,Qualified
LD-1120,2026-02-05,Event,SaaS,11-50,EMEA,Disqualified
LD-1121,2025-04-24,Outbound SDR,SaaS,51-200,North America,Qualified
LD-1122,2025-02-01,Organic Search,FinTech,11-50,North America,Disqualified
LD-1123,2026-04-21,Event,FinTech,11-50,LATAM,Disqualified
LD-1124,2025-06-14,Organic Search,HealthTech,51-200,APAC,Contacted
LD-1125,2024-11-13,Paid Ads,SaaS,51-200,North America,Disqualified
LD-1126,2026-01-12,Referral,SaaS,1-10,LATAM,Disqualified
LD-1127,2025-11-04,Referral,HealthTech,11-50,North America,New
LD-1128,2024-10-18,Outbound SDR,SaaS,1-10,North America,Qualified
